id,name,latitude,longitude,timestamp,free_bikes,empty_slots,extra,total_bikes
475627e149c1a6ba73caac8d8d2fa617,Woodland & 4th,49.266751,-123.073501,2024-12-18T07:00:34.930983Z,8,6,"{'uid': '0250', 'renting': True, 'returning': True, 'last_updated': 1734505050, 'slots': 14, 'normal_bikes': 8, 'ebikes': 0, 'has_ebikes': True}",14
485d4d24c803cfde829ab89699fed833,8th & Ash,49.264215,-123.117772,2024-12-18T07:00:34.859524Z,8,8,"{'uid': '0008', 'renting': True, 'returning': True, 'last_updated': 1734505109, 'slots': 16, 'normal_bikes': 4, 'ebikes': 4, 'has_ebikes': True}",16
4990fe5772f3b73eebeec125b41e478e,Burrard & Drake,49.27808,-123.130557,2024-12-18T07:00:34.890714Z,2,20,"{'uid': '0089', 'renting': True, 'returning': True, 'last_updated': 1734504719, 'slots': 24, 'normal_bikes': 2, 'ebikes': 0, 'has_ebikes': True}",22
4ac99b928a91d8ccb785c9d0b805adb6,10th & Kingsway,49.261973,-123.09725,2024-12-18T07:00:34.924305Z,3,17,"{'uid': '0186', 'renting': True, 'returning': True, 'last_updated': 1734504893, 'slots': 20, 'normal_bikes': 3, 'ebikes': 0, 'has_ebikes': True}",20
4cb84c9a3743287019ae00ceef9a1cd3,10th & Oak,49.262255,-123.126217,2024-12-18T07:00:34.891507Z,2,14,"{'uid': '0112', 'renting': True, 'returning': True, 'last_updated': 1734505196, 'slots': 22, 'normal_bikes': 0, 'ebikes': 2, 'has_ebikes': True}",16
4e8fdc99e77ba1b70d90e124a704d0c1,Hawks & Union,49.277333,-123.087359,2024-12-18T07:00:34.925401Z,7,9,"{'uid': '0219', 'renting': True, 'returning': True, 'last_updated': 1734504748, 'slots': 16, 'normal_bikes': 6, 'ebikes': 1, 'has_ebikes': True}",16
4f6ebf2026d540ffe40e29a80138ad5e,Marinaside & Cooperage,49.273833,-123.114373,2024-12-18T07:00:34.861563Z,13,13,"{'uid': '0057', 'renting': True, 'returning': True, 'last_updated': 1734505116, 'slots': 26, 'normal_bikes': 12, 'ebikes': 1, 'has_ebikes': True}",26
5105df3dd0daf4c26980f4134f61e5cc,Alberni & Jervis,49.28763,-123.127245,2024-12-18T07:00:34.924983Z,3,17,"{'uid': '0207', 'renting': True, 'returning': True, 'last_updated': 1734504975, 'slots': 20, 'normal_bikes': 2, 'ebikes': 1, 'has_ebikes': True}",20
51e4d3731aebbf9c3186f310a08de6c8,7th & Arbutus,49.265605,-123.152566,2024-12-18T07:00:34.891427Z,2,12,"{'uid': '0109', 'renting': True, 'returning': True, 'last_updated': 1734504899, 'slots': 16, 'normal_bikes': 2, 'ebikes': 0, 'has_ebikes': True}",14
521c2122c791ed038168c3b8ff24061b,14th & Ontario,49.25849,-123.104799,2024-12-18T07:00:34.905640Z,6,10,"{'uid': '0132', 'renting': True, 'returning': True, 'last_updated': 1734504858, 'slots': 16, 'normal_bikes': 4, 'ebikes': 2, 'has_ebikes': True}",16
549f00f6039e8bb702a00dcca08a8ed0,King Edward & Cambie,49.249184,-123.116141,2024-12-18T07:00:35.008676Z,6,8,"{'uid': '0524', 'renting': True, 'returning': True, 'last_updated': 1734504827, 'slots': 18, 'normal_bikes': 0, 'ebikes': 6, 'has_ebikes': True}",14
5699b40126e10c2f68eefc3eb18ff3a1,1st & Fir,49.270783,-123.141564,2024-12-18T07:00:35.007019Z,7,12,"{'uid': '0315', 'renting': True, 'returning': True, 'last_updated': 1734505207, 'slots': 20, 'normal_bikes': 5, 'ebikes': 2, 'has_ebikes': True}",19
56fef9ba0af67a4ff3e661a8e02c0b08,Arbutus & 16th,49.257654,-123.153212,2024-12-18T07:00:34.891554Z,11,28,"{'uid': '0113', 'renting': True, 'returning': True, 'last_updated': 1734505107, 'slots': 40, 'normal_bikes': 9, 'ebikes': 2, 'has_ebikes': True}",39
5726de7c5646b82f7aaeafba50aee03e,War Memorial Gym,49.2665793,-123.2485487,2024-12-18T07:00:35.042598Z,10,17,"{'uid': '2143', 'renting': True, 'returning': True, 'last_updated': 1734504798, 'slots': 28, 'normal_bikes': 7, 'ebikes': 3, 'has_ebikes': True}",27
